student_id_PK,gender,prog_code,gpa,town_origin,year_cred,dropout
841-19-9944,F,CONT,356,NARANJITO,SEG,N
841-20-0094,M,TIEL,303,BAYAMON,SEG,N
841-20-0265,M,EFEE,273,GUAYNABO,SEG,N
841-20-0413,F,BHUM,338,BAYAMON,SEG,N
841-20-0595,F,BHUM,375,NARANJITO,SEG,N
841-20-0648,M,MERC,383,BAYAMON,SEG,N
841-20-0808,F,BIOG,346,BAYAMON,SEG,N
841-20-0896,M,BHUM,332,SAN JUAN,SEG,N
841-20-1049,M,GERE,357,BAYAMON,SEG,N
841-20-1229,F,BIOG,350,VEGA ALTA,SEG,N
841-20-1277,F,BIOG,373,BAYAMON,SEG,N
841-20-1547,F,CONT,317,SAN JUAN,SEG,N
841-20-1584,F,BHUM,343,CAROLINA,SEG,N
841-20-1665,F,SOFI,291,TOA BAJA,SEG,N
841-20-1759,F,BHUM,277,TOA BAJA,SEG,N
841-20-1833,F,ESCO,308,BAYAMON,SEG,N
841-20-1962,F,EFEE,355,BAYAMON,SEG,N
841-20-2002,F,ESCO,342,BAYAMON,SEG,N
841-20-2032,M,BIOG,318,BAYAMON,SEG,N
841-20-2047,M,BHUM,271,COROZAL,SEG,N
841-20-2105,F,BHUM,310,HUMACAO,SEG,N
841-20-2385,F,ESCO,325,BAYAMON,SEG,N
841-20-2585,F,BHUM,337,BAYAMON,SEG,N
841-20-2734,M,BIOG,326,TRUJILLO ALTO,SEG,N
841-20-2906,F,CONT,309,GUAYNABO,SEG,N
841-20-3069,M,BHUM,355,VEGA ALTA,SEG,N
841-20-3183,F,BHUM,305,SAN JUAN,SEG,N
841-20-3187,M,BIOG,312,VEGA BAJA,SEG,N
841-20-3282,F,BIOG,309,BAYAMON,SEG,N
841-20-3359,M,TIEL,314,CAGUAS,SEG,N
841-20-3500,F,SOFI,344,COROZAL,SEG,N
841-20-3645,M,EFEE,291,GUAYNABO,SEG,N
841-20-3676,F,BIOG,314,SAN JUAN,SEG,N
841-20-3797,F,SOFI,309,OROCOVIS,SEG,N
841-20-3835,F,MERC,371,TOA BAJA,SEG,N
841-20-3891,,SICI,331,NARANJITO,SEG,N
841-20-3897,F,BHUM,295,BAYAMON,SEG,N
841-20-4155,F,BHUM,309,BAYAMON,SEG,N
841-20-4177,M,TIEL,279,LAS PIEDRAS,SEG,N
841-20-4215,M,BIOG,316,BAYAMON,SEG,N
841-20-4217,F,BHUM,365,NARANJITO,SEG,N
841-20-4301,F,BHUM,262,CAGUAS,SEG,N
841-20-4306,F,GEMA,384,CAROLINA,SEG,N
841-20-4578,F,MERC,356,VEGA BAJA,SEG,N
841-20-4660,F,BHUM,313,BAYAMON,SEG,N
841-20-4795,F,BHUM,388,COROZAL,SEG,N
841-20-4820,F,TIEL,297,LAS PIEDRAS,SEG,N
841-20-4966,F,ESCO,336,TRUJILLO ALTO,SEG,N
841-20-5110,F,BHUM,400,BAYAMON,SEG,N
841-20-5154,F,BHUM,347,BAYAMON,SEG,N
841-20-5226,M,BIOG,374,TOA ALTA,SEG,N
841-20-5496,F,BIOG,294,BAYAMON,SEG,N
841-20-6266,F,EFEE,336,BAYAMON,SEG,N
841-20-6315,F,BHUM,386,TOA ALTA,SEG,N
841-20-6329,F,BIOG,335,SAN JUAN,SEG,N
841-20-6362,M,TIEL,325,CAGUAS,SEG,N
841-20-6469,F,EFEE,364,BAYAMON,SEG,N
841-20-6649,F,BIOG,286,BAYAMON,SEG,N
841-20-6720,F,BHUM,328,BAYAMON,SEG,N
841-20-7025,F,BIOG,388,BAYAMON,SEG,N
841-20-7229,M,CONT,383,BAYAMON,SEG,N
841-20-7394,F,ESCO,355,TOA ALTA,SEG,N
841-20-7476,M,MERC,334,BAYAMON,SEG,N
841-20-7529,F,ESCO,373,COMERIO,SEG,N
841-20-7758,F,BHUM,311,BAYAMON,SEG,N
841-20-7799,M,TIEL,288,TOA ALTA,SEG,N
841-20-7875,F,BHUM,318,GUAYNABO,SEG,N
841-20-8022,F,SOFI,382,GUAYNABO,SEG,N
841-20-8213,F,BIOG,362,TOA ALTA,SEG,N
841-20-8297,F,BHUM,348,SAN JUAN,SEG,N
841-20-8449,M,BIOG,309,BAYAMON,SEG,N
841-20-8516,F,BHUM,368,VEGA BAJA,SEG,N
841-20-8571,F,ESCO,325,BAYAMON,SEG,N
841-20-8701,F,ESCO,382,BAYAMON,SEG,N
841-20-8711,M,BHUM,274,BAYAMON,SEG,N
841-20-8716,F,GEMA,321,COROZAL,SEG,N
841-20-8885,M,BIOG,300,DORADO,SEG,N
841-20-9022,F,FINA,309,BAYAMON,SEG,N
841-20-9041,M,TIEL,267,AGUAS BUENAS,SEG,N
841-20-9207,F,SOFI,340,NARANJITO,SEG,N
841-20-9258,F,BHUM,364,DORADO,SEG,N
841-20-9264,F,BHUM,350,NARANJITO,SEG,N
841-20-9510,F,BHUM,400,GUAYNABO,SEG,N
841-20-9620,F,BIOG,315,SAN JUAN,SEG,N
841-20-9653,F,BIOG,259,TOA ALTA,SEG,N
841-20-9792,F,BIOG,284,TOA ALTA,SEG,N
841-20-9952,M,BHUM,265,DORADO,SEG,N
841-20-9982,M,BIOG,341,CAROLINA,SEG,N
841-80-3232,F,FINA,250,GUAYNABO,CNB,N
841-95-3936,F,ESCO,253,BAYAMON,CUA,N
841-96-0351,M,FINA,267,COROZAL,CUA,N
841-97-0186,F,GERE,326,BAYAMON,CNB,N
841-99-5423,F,GERE,234,CATANO,SNB,N
841-99-5649,M,CONT,291,BAYAMON,6TO,N
841-07-2709,M,TIEL,209,BAYAMON,CUA,Y
841-07-5499,F,CONT,372,TOA BAJA,6TO,Y
841-08-0977,F,ESCO,298,BAYAMON,CUA,Y
841-09-3015,M,ESCO,271,TOA BAJA,CUA,Y
841-11-4260,F,BHUM,389,GUAYNABO,CUA,Y
841-11-5164,F,ESCO,308,GUAYNABO,CUA,Y
841-11-5180,M,BHUM,236,TOA BAJA,CUA,Y
841-11-5860,F,SOFI,153,SAN LORENZO,SEG,Y
841-11-7255,M,TIEL,244,TOA ALTA,CUA,Y
841-12-3069,M,BHUM,224,SAN JUAN,CUA,Y
841-12-6813,M,SINF,299,BAYAMON,CUA,Y
841-12-7218,M,CONT,227,TOA ALTA,CNB,Y
841-13-0970,M,TIEL,280,VEGA BAJA,CUA,Y
841-13-2350,M,GEMA,246,TOA ALTA,CUA,Y
841-13-3940,M,TIEL,284,TOA BAJA,CUA,Y
841-13-5095,F,ESCO,265,CAROLINA,CUA,Y
841-13-6360,F,BIOG,270,DORADO,CUA,Y
841-13-6440,F,EFEE,293,YAUCO,CUA,Y
841-13-6750,F,BIOG,274,VEGA BAJA,CUA,Y
841-13-7720,M,SINF,230,TOA ALTA,SEG,Y
841-14-0750,M,TIEL,285,CAYEY,CUA,Y
841-14-1273,F,CONT,256,BAYAMON,CUA,Y
841-14-3957,M,BHUM,288,BAYAMON,CUA,Y
841-14-4390,M,CCOM,255,VEGA BAJA,CUA,Y
841-14-5480,M,TIEL,237,BARRANQUITAS,CUA,Y
841-14-5874,M,BIOG,282,CAROLINA,CUA,Y
841-14-6365,F,BHUM,338,TOA ALTA,6TO,Y
841-14-7140,F,TIEL,275,SAN LORENZO,CUA,Y
841-14-7520,M,GEMA,294,CAGUAS,CUA,Y
841-14-8330,M,TIEL,275,BAYAMON,CUA,Y
841-14-8530,F,MERC,266,BAYAMON,CUA,Y
841-15-0087,F,ESCO,339,SAN JUAN,CUA,Y
841-15-0790,F,BIOG,282,TOA ALTA,TER,Y
841-15-1650,F,BIOG,269,MOROVIS,CUA,Y
841-15-1716,F,GERE,303,BAYAMON,TNB,Y
841-15-2320,M,CCOM,327,BAYAMON,CUA,Y
841-15-2810,M,CCOM,191,SAN JUAN,SEG,Y
841-15-3750,M,SINF,310,JUNCOS,CUA,Y
841-15-4330,M,MERC,249,BAYAMON,CUA,Y
841-15-4740,F,ESCO,302,GUAYNABO,CUA,Y
841-15-5662,M,TIEL,229,BAYAMON,TER,Y
841-15-6220,F,TIEL,216,CANOVANAS,TER,Y
841-15-6645,F,BIOG,232,ISABELA,CUA,Y
841-15-6860,M,SINF,300,TOA ALTA,CUA,Y
841-15-7100,M,SICI,355,VEGA BAJA,CUA,Y
841-15-7140,M,CONT,254,TOA BAJA,CUA,Y
841-15-7235,M,BIOG,342,BAYAMON,CUA,Y
841-15-8770,M,GERE,267,VEGA ALTA,CUA,Y
841-15-8840,M,GERE,243,TOA BAJA,CUA,Y
841-15-8895,F,BHUM,350,GUAYNABO,CUA,Y
841-15-9150,M,FINA,247,TRUJILLO ALTO,TER,Y
841-15-9230,F,MERC,238,SAN JUAN,TNB,Y
841-15-9820,M,SINF,334,BAYAMON,CUA,Y
841-15-9890,F,FINA,224,BAYAMON,SNB,Y
841-15-9920,F,BIOG,252,AGUAS BUENAS,CUA,Y
841-15-9940,F,ESCO,257,BAYAMON,CUA,Y
841-16-0235,M,CCOM,260,SAN JUAN,CUA,Y
841-16-0880,M,TIEL,269,BAYAMON,CUA,Y
841-16-0960,F,GEMA,319,GUAYNABO,CUA,Y
841-16-1195,M,GERE,269,COROZAL,CUA,Y
841-16-1490,M,BHUM,256,VEGA ALTA,CUA,Y
841-16-1768,F,CONT,282,SAN JUAN,CUA,Y
841-16-2090,F,BIOG,249,VEGA BAJA,CUA,Y
841-16-2335,M,GERE,288,SAN JUAN,TNB,Y
841-16-2580,F,BHUM,345,SAN JUAN,TER,Y
841-16-2990,M,TIEL,221,VEGA BAJA,TER,Y
841-16-3110,M,TIEL,303,CATANO,CUA,Y
841-16-3490,M,TIEL,196,SAN JUAN,SEG,Y
841-16-3860,F,ESCO,356,TOA ALTA,CUA,Y
841-16-5035,M,TIEL,222,CAROLINA,CUA,Y
841-16-5440,F,ESCO,278,SAN JUAN,CUA,Y
841-16-5950,M,TIEL,241,BAYAMON,CUA,Y
841-16-6065,F,ESCO,322,BAYAMON,CUA,Y
841-16-6120,M,TIEL,367,CAROLINA,CUA,Y
841-16-6130,M,TIEL,262,BAYAMON,CUA,Y
841-16-6174,M,BHUM,341,BAYAMON,CUA,Y
841-16-6420,M,SICI,261,CANOVANAS,CUA,Y
841-16-6530,M,BIOG,294,BAYAMON,CUA,Y
841-16-6800,F,CONT,315,BAYAMON,6TO,Y
841-16-6950,F,CONT,253,BAYAMON,CUA,Y
841-16-7810,M,EFEE,301,CATANO,CUA,Y
841-16-7880,F,EFEE,295,CATANO,CUA,Y
841-16-8040,F,BHUM,310,TOA ALTA,CUA,Y
841-16-8480,M,BHUM,314,TRUJILLO ALTO,CUA,Y
841-16-8540,M,BHUM,278,BAYAMON,CUA,Y
841-16-8770,M,CONT,317,BAYAMON,CUA,Y
841-16-8850,M,MERC,308,BAYAMON,CUA,Y
841-16-8870,M,GERE,247,VEGA BAJA,CUA,Y
841-16-9250,F,MERC,291,NARANJITO,CUA,Y
841-17-0001,F,BHUM,344,TOA ALTA,TER,Y
841-17-0234,M,TIEL,293,GUAYNABO,CUA,Y
841-17-0258,F,CCOM,364,BAYAMON,CUA,Y
841-17-0559,M,BHUM,268,BAYAMON,CUA,Y
841-17-0768,F,BHUM,325,COROZAL,TER,Y
841-17-0873,F,CCOM,322,BAYAMON,CUA,Y
841-17-0908,F,ESCO,320,SABANA SECA,CUA,Y
841-17-0922,M,SINF,319,TOA ALTA,CUA,Y
841-17-0935,M,BIOG,349,TOA BAJA,CUA,Y
841-17-1063,F,GERE,298,SAN JUAN,CUA,Y
841-17-1097,M,CCOM,309,GURABO,CUA,Y
841-17-1453,F,CCOM,247,COROZAL,TER,Y
841-17-1463,M,CCOM,324,GURABO,CUA,Y
841-17-1588,M,GERE,217,BAYAMON,TER,Y
841-17-1861,M,CCOM,341,GURABO,CUA,Y
841-17-1980,M,CCOM,359,BAYAMON,CUA,Y
841-17-2046,M,EFEE,292,VEGA ALTA,CUA,Y
841-17-2703,M,TIEL,351,FAJARDO,CUA,Y
841-17-2758,M,TIEL,301,SAN JUAN,CUA,Y
841-17-2975,M,BHUM,341,BAYAMON,CUA,Y
841-17-3106,M,CCOM,356,BAYAMON,CUA,Y
841-17-3301,M,BIOG,359,SAN JUAN,CUA,Y
841-17-3410,F,TIEL,339,BAYAMON,CUA,Y
841-17-3586,M,GERE,323,BAYAMON,CUA,Y
841-17-3614,M,MERC,264,SAN JUAN,SEG,Y
841-17-3659,M,CONT,221,DORADO,TER,Y
841-17-3683,M,CCOM,360,SAN JUAN,CUA,Y
841-17-3924,F,BIOG,165,TOA ALTA,SEG,Y
841-17-3950,M,BIOG,279,CAROLINA,CUA,Y
841-17-4030,F,CCOM,358,TOA BAJA,CUA,Y
841-17-4250,M,MERC,245,BAYAMON,TER,Y
841-17-4796,F,BHUM,256,TRUJILLO ALTO,CUA,Y
841-17-4968,M,MERC,329,BAYAMON,TER,Y
841-17-4988,M,CCOM,326,CAGUAS,CUA,Y
841-17-5100,M,TIEL,324,BAYAMON,CUA,Y
841-17-5625,F,TIEL,267,BAYAMON,SEG,Y
841-17-5875,M,GERE,262,BAYAMON,TER,Y
841-17-5973,F,CONT,224,BAYAMON,SEG,Y
841-17-6122,F,SOFI,267,TOA ALTA,CUA,Y
841-17-6435,M,CCOM,332,SAN JUAN,CUA,Y
841-17-6685,M,GERE,276,BAYAMON,CUA,Y
841-17-6718,M,BIOG,299,BAYAMON,CUA,Y
841-17-6855,M,FINA,296,BAYAMON,TER,Y
841-17-6943,M,TIEL,277,AGUAS BUENAS,CUA,Y
841-17-7152,M,TIEL,228,TOA ALTA,TER,Y
841-17-7183,F,EFEE,230,BAYAMON,CUA,Y
841-17-7247,F,TIEL,348,SAN JUAN,CUA,Y
841-17-7300,F,BIOG,272,CAROLINA,CUA,Y
841-17-7304,M,FINA,276,SAN JUAN,TER,Y
841-17-7790,F,GERE,333,VEGA ALTA,CUA,Y
841-17-8094,M,BHUM,279,TOA ALTA,CUA,Y
841-17-8227,F,ESCO,359,BAYAMON,CUA,Y
841-17-8263,F,TIEL,343,GUAYNABO,CUA,Y
841-17-8354,M,TIEL,238,BAYAMON,TER,Y
841-17-8679,M,FINA,320,BAYAMON,CUA,Y
841-17-8902,F,CCOM,296,CAGUAS,CUA,Y
841-17-9205,F,GERE,286,COROZAL,CUA,Y
841-17-9290,F,ESCO,345,SAN JUAN,CUA,Y
841-17-9324,M,BHUM,325,BAYAMON,CUA,Y
841-17-9327,F,ESCO,234,GUAYNABO,TER,Y
841-17-9420,F,BHUM,354,TOA BAJA,CUA,Y
841-17-9640,M,TIEL,374,CAROLINA,CUA,Y
841-17-9954,M,CCOM,306,BAYAMON,CUA,Y
841-18-0407,F,GERE,258,CAROLINA,TER,Y
841-18-0496,M,SICI,231,TOA ALTA,SEG,Y
841-18-0575,F,BIOG,364,COROZAL,CUA,Y
841-18-0722,M,MERC,230,BAYAMON,SEG,Y
841-18-0976,F,GERE,247,SAN JUAN,TNB,Y
841-18-1217,F,BHUM,300,BAYAMON,TER,Y
841-18-1362,F,MERC,292,GUAYNABO,TER,Y
841-18-1391,M,GERE,304,BAYAMON,TER,Y
841-18-1695,M,CONT,309,TOA BAJA,TER,Y
841-18-1818,F,BHUM,353,BAYAMON,CUA,Y
841-18-2006,F,GERE,248,NARANJITO,TER,Y
841-18-2565,F,GERE,282,TOA ALTA,TER,Y
841-18-2893,M,CCOM,258,BAYAMON,TER,Y
841-18-3064,F,BIOG,294,BAYAMON,TER,Y
841-18-3255,F,MERC,326,SABANA SECA,CUA,Y
841-18-3289,F,BIOG,303,CATANO,TER,Y
841-18-3412,F,ESCO,238,CATANO,TER,Y
841-18-3724,F,BIOG,342,TOA ALTA,CUA,Y
841-18-3843,F,BHUM,317,GUAYNABO,TER,Y
841-18-4173,F,MERC,343,TOA ALTA,CUA,Y
841-18-4429,F,SICI,245,TOA ALTA,TER,Y
841-18-4508,M,MERC,173,TOA ALTA,SEG,Y
841-18-5005,M,GERE,300,SAN JUAN,TER,Y
841-18-5238,M,TIEL,239,CAYEY,TER,Y
841-18-6045,M,FINA,205,PONCE,TER,Y
841-18-6092,F,SINF,293,CAROLINA,TER,Y
841-18-6282,M,SOFI,221,VEGA ALTA,TER,Y
841-18-6570,F,CONT,269,CAROLINA,SEG,Y
841-18-6653,F,BHUM,275,CAROLINA,SEG,Y
841-18-7119,M,TIEL,320,BAYAMON,CUA,Y
841-18-7175,M,GERE,257,CAGUAS,TER,Y
841-18-7199,F,GEMA,300,VEGA BAJA,SEG,Y
841-18-7322,M,TIEL,250,SAN JUAN,SEG,Y
841-18-7330,F,ESCO,220,CIDRA,TER,Y
841-18-7583,M,GEMA,233,SAN JUAN,TER,Y
841-18-7705,F,ESCO,301,VEGA BAJA,TER,Y
841-18-7723,F,BIOG,261,NARANJITO,SEG,Y
841-18-7940,,TIEL,292,BAYAMON,SEG,Y
841-18-8017,M,BIOG,275,CATANO,TER,Y
841-18-8196,F,BHUM,304,BAYAMON,TER,Y
841-18-8432,F,GERE,250,TOA BAJA,SEG,Y
841-18-8564,M,SICI,252,SAN LORENZO,TER,Y
841-18-8628,M,GERE,296,BAYAMON,TER,Y
841-18-8823,M,BHUM,249,CAROLINA,TER,Y
841-18-8831,M,SICI,277,TOA ALTA,TER,Y
841-18-8851,F,CONT,277,NARANJITO,TER,Y
841-18-8931,M,BIOG,207,GUAYNABO,SEG,Y
841-18-9328,F,BHUM,392,BAYAMON,CUA,Y
841-18-9690,F,SICI,315,BAYAMON,TER,Y
841-19-0101,F,BIOG,313,TOA ALTA,SEG,Y
841-19-0181,F,CONT,315,TOA BAJA,SEG,Y
841-19-0266,F,SOFI,287,AGUAS BUENAS,SEG,Y
841-19-0303,F,BHUM,295,TOA BAJA,SEG,Y
841-19-0349,M,GEMA,273,ARROYO,SEG,Y
841-19-0351,M,CONT,253,BAYAMON,SEG,Y
841-19-0437,M,CCOM,308,BAYAMON,SEG,Y
841-19-0756,M,SINF,359,TOA ALTA,SEG,Y
841-19-0757,M,BHUM,323,VEGA BAJA,SEG,Y
841-19-0983,M,CONT,268,GUAYNABO,SEG,Y
841-19-1035,F,GERE,279,BAYAMON,SEG,Y
841-19-1038,F,BHUM,384,MANATI,TER,Y
841-19-1287,F,BIOG,352,NARANJITO,TER,Y
841-19-1305,F,TIEL,290,TOA BAJA,SEG,Y
841-19-1351,F,BHUM,322,BAYAMON,TER,Y
841-19-1628,M,BHUM,290,BAYAMON,SEG,Y
841-19-1782,M,BIOG,169,BAYAMON,SEG,Y
841-19-1798,F,BHUM,258,BAYAMON,SEG,Y
841-19-1934,M,CCOM,368,BAYAMON,SEG,Y
841-19-2073,M,MERC,295,BAYAMON,SEG,Y
841-19-2110,M,CCOM,294,DORADO,SEG,Y
841-19-2203,F,BHUM,341,BAYAMON,SEG,Y
841-19-2209,F,BIOG,290,BAYAMON,TER,Y
841-19-2667,M,BIOG,253,RIO GRANDE,SEG,Y
841-19-2736,M,CONT,230,BAYAMON,SEG,Y
841-19-2858,M,CONT,231,GUAYNABO,SEG,Y
841-19-2945,F,GERE,316,BAYAMON,SEG,Y
841-19-3029,F,ESCO,319,TOA BAJA,SEG,Y
841-19-3046,M,SINF,310,TOA ALTA,SEG,Y
841-19-3255,M,MERC,296,BAYAMON,SEG,Y
841-19-3539,M,TIEL,290,TOA BAJA,SEG,Y
841-19-3923,M,GEMA,334,BAYAMON,SEG,Y
841-19-4356,F,BIOG,321,GUAYNABO,SEG,Y
841-19-4602,M,MERC,277,BAYAMON,SEG,Y
841-19-4949,M,TIEL,228,SAN JUAN,SEG,Y
841-19-5026,F,FINA,369,BAYAMON,SEG,Y
841-19-5135,F,SOFI,270,BAYAMON,SEG,Y
841-19-5342,F,SICI,257,BAYAMON,SEG,Y
841-19-5363,M,FINA,211,NARANJITO,SEG,Y
841-19-5726,F,BIOG,320,BAYAMON,TER,Y
841-19-5984,M,FINA,308,BAYAMON,SEG,Y
841-19-6224,M,GEMA,204,COROZAL,SEG,Y
841-19-6440,M,EFEE,292,VEGA ALTA,SEG,Y
841-19-6479,F,GEMA,213,BAYAMON,SEG,Y
841-19-6524,F,GEMA,325,TOA BAJA,SEG,Y
841-19-6692,F,MERC,331,DORADO,SEG,Y
841-19-6876,M,GERE,282,BAYAMON,SEG,Y
841-19-6971,F,EFEE,288,TRUJILLO ALTO,SEG,Y
841-19-7004,M,TIEL,195,SAN JUAN,SEG,Y
841-19-7251,M,SICI,281,CAGUAS,SEG,Y
841-19-7270,F,CONT,332,BAYAMON,SEG,Y
841-19-7278,M,BHUM,270,VEGA ALTA,SEG,Y
841-19-7389,M,MERC,279,BAYAMON,SEG,Y
841-19-7416,M,CONT,271,VEGA ALTA,SEG,Y
841-19-7526,F,BIOG,378,BAYAMON,TER,Y
841-19-7541,M,GEMA,316,TOA BAJA,SEG,Y
841-19-7609,F,BHUM,338,LOIZA,SEG,Y
841-19-7722,M,GERE,248,CATANO,SEG,Y
841-19-7915,F,ESCO,300,BAYAMON,SEG,Y
841-19-7920,F,ESCO,356,BAYAMON,SEG,Y
841-19-8051,F,ESCO,303,TOA ALTA,SEG,Y
841-19-8230,F,EFEE,314,BAYAMON,SEG,Y
841-19-8309,F,ESCO,350,CATANO,SEG,Y
841-19-8433,M,CONT,181,BAYAMON,SEG,Y
841-19-8618,F,FINA,273,DORADO,SEG,Y
841-19-8625,F,BIOG,263,GUAYNABO,SEG,Y
841-19-8859,M,EFEE,272,ARECIBO,SEG,Y
841-19-8982,F,BIOG,307,TOA BAJA,SEG,Y
841-19-9129,F,GEMA,296,TOA BAJA,SEG,Y
841-19-9149,F,BIOG,331,COROZAL,TER,Y
841-19-9157,M,GERE,243,TOA BAJA,SEG,Y
841-19-9225,F,ESCO,284,SABANA SECA,SEG,Y
841-19-9482,M,BHUM,319,BAYAMON,TER,Y
841-19-9483,F,CCOM,344,CAGUAS,SEG,Y
841-19-9507,,FINA,159,CAGUAS,SEG,Y
841-19-9560,F,BIOG,282,AGUAS BUENAS,SEG,Y
841-19-9647,F,BIOG,341,SAN JUAN,SEG,Y
841-19-9652,M,CONT,223,CATANO,SEG,Y
841-19-9731,M,SICI,345,SAN JUAN,SEG,Y
841-20-2978,F,SOFI,311,TOA BAJA,SEG,Y
841-20-3864,M,MERC,292,BAYAMON,SEG,Y
841-20-4182,M,SOFI,229,NARANJITO,SEG,Y
841-20-4492,F,BIOG,295,BAYAMON,SEG,Y
841-20-5083,F,EFEE,354,TOA ALTA,SEG,Y
841-20-5417,M,TIEL,279,TOA BAJA,SEG,Y
841-20-6769,F,MERC,382,BAYAMON,SEG,Y
841-20-7023,M,GEMA,360,OROCOVIS,SEG,Y
841-20-7892,M,CONT,380,BAYAMON,SEG,Y
841-20-8217,F,ESCO,342,BAYAMON,SEG,Y
841-20-8905,F,SOFI,261,TOA BAJA,SEG,Y
841-20-9458,M,BHUM,303,GUAYNABO,SEG,Y
841-20-9953,F,BIOG,306,SAN JUAN,SEG,Y
841-79-0561,M,CONT,271,BAYAMON,CUA,Y
841-95-5281,M,CONT,313,BAYAMON,6TO,Y
